ordinal_pos,id,isafe,freq,tier
2807,466351,0.000943261077846,0.03,2
2818,468018,0.000840368802907,0.66,2
2842,472370,0.00328087215553,0.55,2
2844,472972,0.00380717917831,0.42,2
2868,477907,0.00127702371572,0.38,2
2881,481183,0.00820350346953,0.09,2
2907,487226,0.00320866258101,0.245,1
2908,487320,0.00313518043769,0.705,2
2914,488158,0.00107700060922,0.07,2
2952,492604,0.0015698611068,0.425,2
2984,496504,0.00107700060922,0.07,2
2999,497968,0.00659301130095,0.045,2
3000,498117,0.00659301130095,0.045,2
3002,498278,0.00195970913524,0.42,2
3016,499736,0.000753031732965,0.05,2
3071,506749,0.00565944916571,0.11,2
3072,506782,0.00186992512915,0.035,2
3082,510482,0.000513920237996,0.045,2
3117,517140,0.00108625663316,0.13,2
3121,517662,0.00295478599654,0.045,2
3128,519222,0.00108625663316,0.13,2
3135,520793,0.0011891087454,0.03,2
3139,522007,0.0015164218375,0.88,2
3140,522064,0.0015164218375,0.88,2
3143,522374,0.00200877202456,0.415,2
3174,530368,0.0042427489329,0.125,1
3195,534400,0.000808400936497,0.18,2
3225,542868,0.00267584079621,0.105,2
3229,543971,0.0042427489329,0.125,2
3231,544221,0.00103595394678,0.24,2
3251,548087,0.00255006118005,0.065,2
3254,548469,0.000785891635982,0.04,1
3280,553679,0.000913474164594,0.055,2
3282,554046,0.00178534813804,0.87,2
3283,554155,0.00124007796609,0.76,2
3286,554407,0.00178534813804,0.87,2
3315,560761,0.00306762757317,0.14,2
3333,565320,0.0015108081868,0.035,2
3338,566185,0.00306762757317,0.14,2
3339,566331,0.00306762757317,0.14,2
3341,566480,0.00247742342291,0.145,2
3355,568852,0.00247742342291,0.145,2
3380,571304,0.00306762757317,0.14,2
3412,574184,0.00281256336223,0.125,2
3417,574524,0.00349281167807,0.715,2
3419,574603,0.00349281167807,0.715,2
3423,574952,0.00349281167807,0.715,2
3424,575047,0.00349281167807,0.715,2
3432,575812,0.00281256336223,0.125,2
3433,575838,0.00349281167807,0.715,2
3436,576258,0.00281256336223,0.125,2
3447,578533,0.0032999299498,0.075,2
3484,582913,0.0022826261597,0.13,2
3490,583469,0.0022826261597,0.13,2
3498,584136,0.00281256336223,0.125,2
3517,587441,0.0030809480308,0.65,1
3524,588839,0.00766161936732,0.815,2
3533,590525,0.00361248162118,0.715,2
3538,591157,0.00244894999116,0.685,1
3541,591679,0.00244894999116,0.685,2
3564,596389,0.00271006169533,0.81,2
3573,597738,0.00214532315861,0.83,2
3621,605382,0.00196131727626,0.525,2
3634,606753,0.00196131727626,0.525,2
3640,607196,0.00215092391037,0.165,2
3646,608230,0.00212435785159,0.81,2
3659,609377,0.00277327666014,0.86,2
3664,609802,0.00183606010839,0.53,2
3666,610169,0.00218255257804,0.865,2
3693,614616,0.00394076959415,0.055,2
3695,614970,0.00131487212487,0.51,2
3703,616274,0.00137351078821,0.54,2
3716,619188,0.00137351078821,0.54,2
3729,621163,0.00239091620675,0.12,2
3754,625262,0.00284630656551,0.06,1
3763,626761,0.00284630656551,0.06,2
3778,629048,0.00211346102814,0.08,2
3782,629543,0.00163023052995,0.025,2
3786,630728,0.00408246940052,0.105,1
3799,633227,0.00284630656551,0.06,2
3829,638662,0.00211346102814,0.08,2
3837,639371,0.00163023052995,0.025,2
3857,643730,0.00169857279901,0.295,2
3864,646360,0.00179062545789,0.09,2
3870,646726,0.00179062545789,0.09,2
3879,648439,0.00163023052995,0.025,2
3939,657489,0.00648027508014,0.075,2
3962,660433,0.00178891942571,0.065,2
3968,660876,0.000679590565804,0.07,2
3975,663204,0.00178891942571,0.065,2
3987,665639,0.00595827112574,0.855,2
4013,669881,0.000613366235088,0.475,2
4017,670319,0.00298192252621,0.13,2
4026,671907,0.000773779379241,0.11,2
4045,676000,0.00163023052995,0.025,2
4083,683384,0.00133492324542,0.905,2
4091,683915,0.0014383620724,0.89,2
4097,684810,0.0014383620724,0.89,2
4099,685002,0.0014383620724,0.89,2
4121,687999,0.00146721026076,0.205,2
4122,688219,0.000925375586218,0.79,2
4124,688343,0.000925375586218,0.79,2
4129,689639,0.000925375586218,0.79,2
4131,689947,0.00342503911055,0.05,1
4132,690018,0.000925375586218,0.79,2
4141,690845,0.00163292404931,0.08,2
4145,691292,0.0011925035881,0.415,2
4170,694714,0.00108925045564,0.54,2
4193,700758,0.00115203320104,0.105,2
4226,706045,0.00351384527515,0.035,2
4230,706439,0.00247618110954,0.06,2
4232,706995,0.00342503911055,0.05,2
4233,707132,0.00351384527515,0.035,2
4252,709567,0.000906724328853,0.095,2
4287,712934,0.00219480161146,0.06,2
4291,714019,0.00342503911055,0.05,2
4293,714363,0.00351384527515,0.035,2
4304,716741,0.00219480161146,0.06,2
4325,718727,0.00219480161146,0.06,2
4336,720269,0.00749609594169,0.105,2
4370,725680,0.00270959738433,0.2,2
4375,727062,0.00174564648014,0.76,2
4382,729052,0.00212316743705,0.285,1
4392,730864,0.00270959738433,0.2,2
4406,732229,0.00351384527515,0.035,2
4409,732886,0.0027507876425,0.185,2
4410,732920,0.00351384527515,0.035,2
4412,733062,0.0027507876425,0.185,2
4415,733766,0.0027507876425,0.185,2
4424,735063,0.00337695116401,0.27,2
4466,742227,0.000950233645191,0.08,2
4523,753678,0.00515333323603,0.25,2
4531,754451,0.00137131772988,0.74,2
4535,754815,0.00188368659093,0.38,2
4546,755792,0.00945893385887,0.185,2
4551,756613,0.00137131772988,0.74,2
4565,758143,0.00124519035107,0.745,2
4596,764510,0.00217040713233,0.715,1
4604,766014,0.00217040713233,0.715,2
4612,768020,0.0030034351695,0.595,2
4630,771124,0.00945893385887,0.185,2
4636,772237,0.00945893385887,0.185,2
4651,775118,0.0119552410328,0.18,2
4655,775771,0.00763034207632,0.105,2
4660,776774,0.00198906074057,0.455,2
4661,776839,0.00198906074057,0.455,2
4664,777532,0.00961956597212,0.085,2
4666,777589,0.0119552410328,0.18,2
4695,781070,0.00694594712974,0.205,2
4700,782156,0.000612797042134,0.025,2
4739,787595,0.00284427226917,0.29,2
4760,790669,0.0194698761743,0.07,1
4767,791882,0.0194698761743,0.07,2
4777,794695,0.00363819682382,0.31,2
4795,798852,0.00108385405977,0.04,2
4837,805520,0.00103548743102,0.26,2
4843,806790,0.010686920794,0.06,1
4856,808593,0.00334636145161,0.11,2
4881,812835,0.010686920794,0.06,2
4896,816366,0.010686920794,0.06,2
4900,816693,0.0136747797756,0.075,2
4913,819848,0.010686920794,0.06,2
4940,824809,0.00104812569826,0.04,2
4942,824879,0.00104812569826,0.04,2
4950,825935,0.00255738565302,0.035,2
4951,826617,0.00104812569826,0.04,2
4952,826839,0.00081445737954,0.445,2
4955,827206,0.000921848485687,0.48,2
4964,829341,0.010686920794,0.06,2
4977,832280,0.00104812569826,0.04,2
4978,832386,0.00104812569826,0.04,2
4980,832736,0.0136747797756,0.075,2
5025,840561,0.00104812569826,0.04,2
5037,843401,0.00104812569826,0.04,2
5060,847705,0.00156747492506,0.09,2
5087,852987,0.000885055466977,0.03,2
5139,861860,0.00255738565302,0.035,2
5162,865905,0.00165190297975,0.045,2
5185,869806,0.00255738565302,0.035,2
5192,870648,0.0194698761743,0.07,1
5201,871871,0.00255738565302,0.035,2
5209,872542,0.00442075404865,0.13,2
5222,874456,0.00266311892797,0.18,2
5234,875825,0.00266311892797,0.18,2
5265,882063,0.0040234246978,0.155,2
5271,883080,0.00338343333132,0.16,2
5291,887477,0.0105663244663,0.105,1
5292,887788,0.00159733326924,0.05,2
5293,887848,0.00159733326924,0.05,2
5307,890012,0.0102282040568,0.055,2
5311,891005,0.0016665511349,0.235,2
5321,893196,0.00772431991694,0.115,2
5333,894514,0.00271388448292,0.065,2
5351,897208,0.00338343333132,0.16,2
5356,898597,0.00347385892664,0.175,2
5371,900605,0.00159733326924,0.05,2
5392,902929,0.00236999140729,0.105,2
5462,915843,0.0050876689523,0.605,2
5472,916491,0.00524794726206,0.6,2
5474,916605,0.00524794726206,0.6,2
5477,916965,0.00524794726206,0.6,2
5480,918177,0.00544314881104,0.61,2
5481,918445,0.00544314881104,0.61,2
5497,921016,0.0053579583895,0.605,2
5502,921649,0.0053579583895,0.605,2
5503,921702,0.0053579583895,0.605,2
5508,922238,0.0053579583895,0.605,2
5511,922660,0.00528037846066,0.59,2
5512,922706,0.00689593730105,0.63,2
5526,924599,0.00780901285261,0.625,2
5547,928226,0.0060911687514,0.635,2
5551,928596,0.0060911687514,0.635,2
5558,929706,0.0134893331876,0.075,1
5564,930093,0.009924015812,0.41,2
5611,937416,0.00219070904597,0.87,2
5662,947693,0.00814672501386,0.08,2
5672,949452,0.0041248220669,0.2,2
5685,952632,0.00608161504789,0.195,1
5686,952740,0.0134893331876,0.075,2
5690,954060,0.00814672501386,0.08,2
5714,957885,0.00814672501386,0.08,2
5731,961685,0.0058281815103,0.035,1
5753,965339,0.00228128287681,0.13,2
5764,968674,0.0106725290767,0.08,2
5812,974993,0.0164689410586,0.075,2
5831,977454,0.0106725290767,0.08,2
5838,979356,0.00104747485711,0.135,2
5849,981195,0.00278375735377,0.105,2
5850,981618,0.00853950110808,0.075,1
5909,993228,0.00849909012014,0.175,2
5919,995731,0.00849909012014,0.175,2
5922,996657,0.00849909012014,0.175,2
5927,997571,0.00849909012014,0.175,2
5934,998922,0.00849909012014,0.175,2
5938,999130,0.00849909012014,0.175,2
5955,1000959,0.00543707021572,0.635,2
5957,1001752,0.00543707021572,0.635,2
5971,1003798,0.0160717887128,0.72,2
5979,1005143,0.0234453339925,0.785,2
5985,1005878,0.0213164086499,0.7,2
5989,1006274,0.00677136652086,0.555,2
6003,1008630,0.00677136652086,0.555,2
6011,1010065,0.00677136652086,0.555,2
6012,1010078,0.00674218656497,0.595,2
6013,1010095,0.00674218656497,0.595,2
6026,1013120,0.00971603025666,0.5,2
6031,1013913,0.00903220378697,0.08,2
6060,1020640,0.0026461851516,0.465,2
6115,1031576,0.00639111777755,0.095,2
6133,1036183,0.0121629929273,0.25,2
6139,1038053,0.0123937638543,0.24,1
6147,1040357,0.0123937638543,0.24,2
6160,1042670,0.00624743928657,0.15,2
6189,1051367,0.00364481469633,0.15,2
6222,1057640,0.00942044372039,0.09,2
6251,1062987,0.00418487469074,0.155,2
6254,1063212,0.00418487469074,0.155,2
6266,1065260,0.0104131832383,0.095,2
6271,1065698,0.0105479873767,0.12,2
6276,1066792,0.0104131832383,0.095,2
6278,1066834,0.0082341338694,0.845,2
6306,1072178,0.00556959399873,0.155,2
6314,1073606,0.000696167171201,0.045,2
6331,1077830,0.00722674035239,0.255,2
6366,1089331,0.0111731128193,0.88,2
6370,1090293,0.00822673033282,0.1,2
6374,1090699,0.00822673033282,0.1,2
6396,1093981,0.00673969224848,0.105,2
6422,1100444,0.0133653057251,0.09,1
6431,1101987,0.026462151906,0.065,2
6447,1103947,0.00786744178067,0.125,2
6465,1107765,0.00790783614864,0.14,2
6474,1108706,0.00301488346081,0.09,2
6476,1109032,0.0129959145588,0.095,2
6479,1109614,0.00234679309598,0.42,2
6490,1112134,0.00891930892436,0.135,2
6522,1116175,0.00231601198956,0.38,2
6533,1118044,0.00278772796039,0.945,2
6537,1118567,0.00278772796039,0.945,2
6586,1128920,0.00654522691364,0.12,2
6621,1137590,0.00531055638764,0.35,2
6626,1138512,0.00830034421746,0.225,1
6629,1138906,0.00616126083069,0.235,2
6636,1140378,0.00830034421746,0.225,2
6659,1144075,0.0104114649728,0.195,2
6669,1146364,0.000650382076177,0.045,2
6674,1146793,0.00272810208208,0.245,2
6696,1149273,0.00401972445278,0.505,2
6704,1150218,0.00458595666056,0.37,2
6705,1150246,0.00458595666056,0.37,2
6707,1150387,0.00407199811616,0.4,2
6763,1158326,0.00560895946548,0.105,1
6833,1167107,0.0048193237721,0.55,2
6854,1170712,0.0132979957455,0.035,2
6863,1171770,0.00560895946548,0.105,2
6873,1173204,0.0114056726946,0.21,2
6874,1173314,0.00688153183978,0.38,2
6878,1173437,0.00688153183978,0.38,2
6881,1173692,0.00688153183978,0.38,2
6884,1173940,0.00688153183978,0.38,2
6908,1178058,0.00320906174533,0.155,2
6919,1179754,0.00320906174533,0.155,2
6929,1182463,0.00560895946548,0.105,1
6951,1186805,0.00336407676121,0.045,2
6968,1190849,0.00369358575816,0.13,2
7001,1200435,0.0148897118833,0.12,2
7005,1202365,0.0148897118833,0.12,2
7012,1203231,0.00336407676121,0.045,2
7018,1203738,0.00421721804055,0.175,2
7036,1207748,0.00159153987298,0.255,2
7039,1208169,0.00407963550145,0.725,2
7049,1209670,0.00299119027942,0.68,2
7056,1210431,0.0133857293802,0.13,2
7058,1210627,0.00416133701317,0.66,2
7062,1211111,0.00336407676121,0.045,2
7064,1212052,0.00478605885698,0.65,2
7068,1212646,0.00709383068045,0.145,2
7070,1212821,0.00526985086513,0.645,2
7071,1212831,0.00526985086513,0.645,2
7094,1216866,0.0132179210734,0.135,2
7118,1222902,0.00549407122052,0.375,2
7171,1235298,0.008228855345,0.14,2
7208,1245941,0.00796062066674,0.42,2
7212,1246392,0.00836991044639,0.41,2
7222,1247737,0.00836991044639,0.41,2
7224,1248157,0.00836991044639,0.41,2
7227,1248457,0.00836991044639,0.41,2
7243,1253521,0.0320302724802,0.06,1
7264,1257103,0.0123802597427,0.125,1
7306,1263322,0.00972376611267,0.135,2
7319,1265777,0.00972376611267,0.135,2
7329,1266941,0.0320302724802,0.06,2
7360,1271090,0.00972376611267,0.135,2
7379,1273044,0.0123802597427,0.125,2
7383,1273568,0.0123802597427,0.125,2
7412,1279570,0.0047894950006,0.03,2
7474,1289426,0.00264140411954,0.575,2
7483,1290106,0.00254603880415,0.83,2
7484,1290171,0.00254603880415,0.83,2
7488,1290397,0.00292845179755,0.86,2
7489,1290561,0.00292845179755,0.86,2
7500,1292246,0.00261054402233,0.58,2
7501,1292398,0.00288083656385,0.565,2
7506,1293746,0.00288083656385,0.565,2
7515,1296618,0.00288083656385,0.565,2
7537,1298987,0.00333710356129,0.52,2
7557,1302143,0.0173948384341,0.12,1
7620,1313063,0.0237178301012,0.13,2
7655,1322587,0.00666725493139,0.395,2
7660,1323183,0.0332496762572,0.115,1
7662,1323656,0.0237178301012,0.13,2
7665,1324225,0.00780825801681,0.54,2
7681,1327062,0.00900521068832,0.54,2
7705,1331149,0.00953777012375,0.535,2
7717,1333460,0.0143432872855,0.52,1
7720,1334149,0.0101308101922,0.53,2
7738,1337587,0.0101308101922,0.53,2
7741,1337863,0.00510965569486,0.31,2
7758,1339501,0.00774337686829,0.555,2
7762,1339782,0.00774337686829,0.555,2
7769,1340444,0.00816176403854,0.855,2
7770,1340469,0.00816176403854,0.855,2
7771,1340492,0.00890383688092,0.595,2
7773,1340562,0.00816176403854,0.855,2
7775,1340783,0.00890383688092,0.595,2
7776,1340901,0.00890383688092,0.595,2
7781,1341430,0.0134856240765,0.155,2
7807,1345580,0.0117236337026,0.185,2
7856,1351217,0.0132514963677,0.145,2
7863,1351929,0.0151385804544,0.165,2
7864,1351995,0.0132514963677,0.145,2
7866,1352129,0.0132514963677,0.145,2
7888,1354858,0.0151385804544,0.165,2
7908,1356841,0.01382698706,0.235,2
7910,1357642,0.0173917415594,0.265,2
7920,1359938,0.00681140122427,0.89,2
7926,1360822,0.00681140122427,0.89,2
8072,1378984,0.00409821516727,0.17,2
8080,1380409,0.0247801985555,0.39,2
8088,1381286,0.0346291993454,0.12,1
8089,1381324,0.0155283522978,0.465,2
8093,1381782,0.011621702572,0.795,2
8131,1389545,0.0270955228641,0.335,2
8141,1391768,0.0279665619036,0.13,2
8161,1395151,0.027343287436,0.22,2
8163,1395187,0.0219244352902,0.235,2
8174,1396491,0.0219244352902,0.235,2
8194,1399918,0.0219244352902,0.235,2
8207,1401509,0.0219244352902,0.235,2
8209,1401642,0.0355788131648,0.3,1
8216,1402199,0.0264712491962,0.065,2
8218,1402293,0.0355788131648,0.3,2
8219,1402296,0.0355788131648,0.3,2
8221,1402669,0.0355788131648,0.3,2
8229,1403271,0.0264712491962,0.065,2
8247,1404835,0.0376195567332,0.3,2
8249,1404932,0.0376195567332,0.3,2
8268,1407262,0.0242500340503,0.225,2
8278,1408798,0.0132913173422,0.085,2
8307,1414950,0.0223916410745,0.235,2
8318,1416064,0.0223916410745,0.235,2
8322,1416894,0.0223916410745,0.235,2
8336,1418004,0.0223916410745,0.235,2
8360,1421911,0.0198701601859,0.26,2
8373,1423920,0.0199180281904,0.295,2
8376,1424197,0.0198701601859,0.26,2
8387,1425495,0.0199180281904,0.295,2
8392,1426312,0.0199180281904,0.295,2
8409,1429005,0.0264712491962,0.065,2
8414,1430755,0.0211364625979,0.25,2
8510,1447479,0.0282496245615,0.225,1
8545,1455995,0.0146940867802,0.57,2
8553,1457517,0.022711211338,0.3,2
8557,1458290,0.0161608231802,0.33,2
8561,1458923,0.022711211338,0.3,2
8573,1462199,0.00984655171164,0.39,2
8600,1465671,0.0136255281353,0.375,2
8618,1468624,0.0137419696828,0.39,2
8622,1469691,0.0298411897021,0.295,2
8636,1472830,0.0170814757893,0.36,2
8641,1473919,0.0336037430514,0.29,1
8667,1477087,0.0295269234558,0.295,2
8676,1478050,0.0127262216258,0.58,2
8677,1478157,0.0127262216258,0.58,2
8685,1478528,0.0115322069884,0.585,2
8699,1479760,0.0125139573148,0.535,2
8700,1479795,0.0125139573148,0.535,2
8702,1479879,0.0125139573148,0.535,2
8704,1479978,0.0125139573148,0.535,2
8735,1486761,0.0180066681567,0.455,2
8739,1488063,0.0421062926882,0.21,1
8756,1490488,0.0170012215282,0.43,2
8758,1491305,0.0170012215282,0.43,2
8782,1495361,0.0170012215282,0.43,2
8792,1497413,0.0339071841501,0.68,2
8794,1497940,0.0339071841501,0.68,2
8801,1498687,0.0339071841501,0.68,2
8803,1499029,0.0339071841501,0.68,2
8804,1499048,0.0339071841501,0.68,2
8814,1500347,0.0339071841501,0.68,2
8815,1500350,0.0339071841501,0.68,2
8881,1511508,0.0363427519997,0.25,2
8897,1514077,0.0445171371772,0.245,2
8951,1526465,0.0101999457284,0.54,2
8959,1527870,0.00781758226376,0.635,2
8969,1529618,0.00927108535801,0.665,2
8979,1530326,0.0104091158334,0.58,2
8980,1530423,0.00927108535801,0.665,2
8984,1531420,0.0382786781771,0.295,2
8995,1533050,0.00927108535801,0.665,2
8997,1533165,0.00927108535801,0.665,2
9004,1534270,0.0263632740723,0.76,2
9014,1535248,0.0340146004735,0.595,2
9036,1538865,0.0575757754945,0.23,2
9038,1539160,0.0575757754945,0.23,2
9089,1545939,0.0172077218103,0.41,2
9107,1548893,0.0298351266013,0.715,2
9132,1552166,0.0336030280193,0.295,2
9136,1552613,0.0201663643036,0.345,2
9143,1553462,0.0706837149903,0.17,1
9185,1560431,0.0262206969683,0.305,2
9190,1561321,0.0286843394601,0.3,2
9198,1562683,0.0286843394601,0.3,2
9211,1564880,0.0262888215837,0.3,2
9242,1571874,0.0266037334932,0.28,2
9244,1571934,0.0266037334932,0.28,2
9279,1576231,0.0630100187489,0.21,2
9283,1576772,0.0795577276107,0.16,1
9285,1577172,0.00511120587708,0.055,2
9305,1580723,0.0244632619933,0.465,2
9314,1582273,0.0225137005172,0.295,2
9322,1583087,0.0225137005172,0.295,2
9338,1586633,0.0274123312104,0.285,2
9342,1587081,0.0293919784006,0.51,2
9373,1593937,0.0283895549318,0.295,2
9386,1596287,0.023984014029,0.315,2
9388,1596927,0.023984014029,0.315,2
9471,1612507,0.030581508736,0.3,2
